0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,256,0.5,1,0.01,0.0005,0.769224243,155.3679939
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,256,0.5,1,0.01,0.0005,0.781260266,242.8879644
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,256,0.5,1,0.01,0.0005,0.777538483,161.4800887
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,256,0.5,1,0.01,0.0005,0.791273484,227.0801246
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,256,0.5,1,0.01,0.0005,0.785011552,313.2966152
,,,,,,,,,,,0.780861606,0.008250145
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,256,0.5,1,0.01,0.0,0.7759324340611249,221.0327353477478
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,256,0.5,1,0.01,0.0,0.7870907351396731,231.64944177865982
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,256,0.5,1,0.01,0.0,0.7759324340611249,220.9433831771215
0,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,256,0.5,1,0.01,0.0,0.7759324340611249,221.18478620052338
1,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,256,0.5,1,0.01,0.0,0.7870907351396731,231.30797163645425
2,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,256,0.5,1,0.01,0.0,0.7735198363111194,308.9981059233348
3,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,256,0.5,1,0.01,0.0,0.7912465641446774,217.8873272538185
4,fedgsl,gnn_fedgsl_gcn,1,citeseer,3,256,0.5,1,0.01,0.0,0.7919011795650781,307.46619272232056
